dec,bin,gray,contiguity,score
18225,100011100110001,110010010101001,False,1.0
18226,100011100110010,110010010101011,False,1.0
18227,100011100110011,110010010101010,False,1.0
18228,100011100110100,110010010101110,False,1.0
18229,100011100110101,110010010101111,False,1.0
18230,100011100110110,110010010101101,False,1.0
18231,100011100110111,110010010101100,False,1.0
18232,100011100111000,110010010100100,False,1.0
18233,100011100111001,110010010100101,False,1.0
18234,100011100111010,110010010100111,False,1.0
18235,100011100111011,110010010100110,False,1.0
18236,100011100111100,110010010100010,False,1.0
18237,100011100111101,110010010100011,False,1.0
18238,100011100111110,110010010100001,False,1.0
18239,100011100111111,110010010100000,False,1.0
18240,100011101000000,110010011100000,True,0.47941478669634163
18241,100011101000001,110010011100001,True,0.2235801440851775
18242,100011101000010,110010011100011,False,1.0
18243,100011101000011,110010011100010,False,1.0
18244,100011101000100,110010011100110,False,1.0
18245,100011101000101,110010011100111,False,1.0
18246,100011101000110,110010011100101,False,1.0
18247,100011101000111,110010011100100,False,1.0
18248,100011101001000,110010011101100,False,1.0
18249,100011101001001,110010011101101,False,1.0
18250,100011101001010,110010011101111,False,1.0
18251,100011101001011,110010011101110,False,1.0
18252,100011101001100,110010011101010,False,1.0
18253,100011101001101,110010011101011,False,1.0
18254,100011101001110,110010011101001,False,1.0
18255,100011101001111,110010011101000,False,1.0
18256,100011101010000,110010011111000,False,1.0
18257,100011101010001,110010011111001,False,1.0
18258,100011101010010,110010011111011,False,1.0
18259,100011101010011,110010011111010,False,1.0
18260,100011101010100,110010011111110,False,1.0
18261,100011101010101,110010011111111,False,1.0
18262,100011101010110,110010011111101,False,1.0
18263,100011101010111,110010011111100,False,1.0
18264,100011101011000,110010011110100,False,1.0
18265,100011101011001,110010011110101,False,1.0
18266,100011101011010,110010011110111,False,1.0
18267,100011101011011,110010011110110,False,1.0
18268,100011101011100,110010011110010,False,1.0
18269,100011101011101,110010011110011,False,1.0
18270,100011101011110,110010011110001,True,0.14806441904955892
18271,100011101011111,110010011110000,True,0.40389906166072304
18272,100011101100000,110010011010000,False,1.0
18273,100011101100001,110010011010001,False,1.0
18274,100011101100010,110010011010011,False,1.0
18275,100011101100011,110010011010010,False,1.0
18276,100011101100100,110010011010110,False,1.0
18277,100011101100101,110010011010111,False,1.0
18278,100011101100110,110010011010101,False,1.0
18279,100011101100111,110010011010100,False,1.0
18280,100011101101000,110010011011100,False,1.0
18281,100011101101001,110010011011101,False,1.0
18282,100011101101010,110010011011111,False,1.0
18283,100011101101011,110010011011110,False,1.0
18284,100011101101100,110010011011010,False,1.0
18285,100011101101101,110010011011011,False,1.0
18286,100011101101110,110010011011001,False,1.0
18287,100011101101111,110010011011000,False,1.0
18288,100011101110000,110010011001000,False,1.0
18289,100011101110001,110010011001001,False,1.0
18290,100011101110010,110010011001011,False,1.0
18291,100011101110011,110010011001010,False,1.0
18292,100011101110100,110010011001110,False,1.0
18293,100011101110101,110010011001111,False,1.0
18294,100011101110110,110010011001101,False,1.0
18295,100011101110111,110010011001100,False,1.0
18296,100011101111000,110010011000100,False,1.0
18297,100011101111001,110010011000101,False,1.0
18298,100011101111010,110010011000111,False,1.0
18299,100011101111011,110010011000110,False,1.0
18300,100011101111100,110010011000010,False,1.0
18301,100011101111101,110010011000011,False,1.0
18302,100011101111110,110010011000001,True,0.2959374167428805
18303,100011101111111,110010011000000,True,0.5517720593540446
18304,100011110000000,110010001000000,True,0.5766568356648949
18305,100011110000001,110010001000001,False,1.0
18306,100011110000010,110010001000011,False,1.0
18307,100011110000011,110010001000010,False,1.0
18308,100011110000100,110010001000110,False,1.0
18309,100011110000101,110010001000111,False,1.0
18310,100011110000110,110010001000101,False,1.0
18311,100011110000111,110010001000100,False,1.0
18312,100011110001000,110010001001100,False,1.0
18313,100011110001001,110010001001101,False,1.0
18314,100011110001010,110010001001111,False,1.0
18315,100011110001011,110010001001110,False,1.0
18316,100011110001100,110010001001010,False,1.0
18317,100011110001101,110010001001011,False,1.0
18318,100011110001110,110010001001001,False,1.0
18319,100011110001111,110010001001000,False,1.0
18320,100011110010000,110010001011000,False,1.0
18321,100011110010001,110010001011001,False,1.0
18322,100011110010010,110010001011011,False,1.0
18323,100011110010011,110010001011010,False,1.0
18324,100011110010100,110010001011110,False,1.0
18325,100011110010101,110010001011111,False,1.0
18326,100011110010110,110010001011101,False,1.0
18327,100011110010111,110010001011100,False,1.0
18328,100011110011000,110010001010100,False,1.0
18329,100011110011001,110010001010101,False,1.0
18330,100011110011010,110010001010111,False,1.0
18331,100011110011011,110010001010110,False,1.0
18332,100011110011100,110010001010010,False,1.0
18333,100011110011101,110010001010011,False,1.0
18334,100011110011110,110010001010001,False,1.0
18335,100011110011111,110010001010000,False,1.0
18336,100011110100000,110010001110000,True,0.42878383797157327
18337,100011110100001,110010001110001,False,1.0
18338,100011110100010,110010001110011,False,1.0
18339,100011110100011,110010001110010,False,1.0
18340,100011110100100,110010001110110,False,1.0
18341,100011110100101,110010001110111,False,1.0
18342,100011110100110,110010001110101,False,1.0
18343,100011110100111,110010001110100,False,1.0
18344,100011110101000,110010001111100,False,1.0
18345,100011110101001,110010001111101,False,1.0
18346,100011110101010,110010001111111,False,1.0
18347,100011110101011,110010001111110,False,1.0
18348,100011110101100,110010001111010,False,1.0
18349,100011110101101,110010001111011,False,1.0
18350,100011110101110,110010001111001,False,1.0
18351,100011110101111,110010001111000,False,1.0
18352,100011110110000,110010001101000,False,1.0
18353,100011110110001,110010001101001,False,1.0
18354,100011110110010,110010001101011,False,1.0
18355,100011110110011,110010001101010,False,1.0
18356,100011110110100,110010001101110,False,1.0
18357,100011110110101,110010001101111,False,1.0
18358,100011110110110,110010001101101,False,1.0
18359,100011110110111,110010001101100,False,1.0
18360,100011110111000,110010001100100,False,1.0
18361,100011110111001,110010001100101,False,1.0
18362,100011110111010,110010001100111,False,1.0
18363,100011110111011,110010001100110,False,1.0
18364,100011110111100,110010001100010,False,1.0
18365,100011110111101,110010001100011,False,1.0
18366,100011110111110,110010001100001,False,1.0
18367,100011110111111,110010001100000,True,0.5042995630071919
18368,100011111000000,110010000100000,True,0.5558876185131468
18369,100011111000001,110010000100001,False,1.0
18370,100011111000010,110010000100011,False,1.0
18371,100011111000011,110010000100010,False,1.0
18372,100011111000100,110010000100110,False,1.0
18373,100011111000101,110010000100111,False,1.0
18374,100011111000110,110010000100101,False,1.0
18375,100011111000111,110010000100100,False,1.0
18376,100011111001000,110010000101100,False,1.0
18377,100011111001001,110010000101101,False,1.0
18378,100011111001010,110010000101111,False,1.0
18379,100011111001011,110010000101110,False,1.0
18380,100011111001100,110010000101010,False,1.0
18381,100011111001101,110010000101011,False,1.0
18382,100011111001110,110010000101001,False,1.0
18383,100011111001111,110010000101000,False,1.0
18384,100011111010000,110010000111000,False,1.0
18385,100011111010001,110010000111001,False,1.0
18386,100011111010010,110010000111011,False,1.0
18387,100011111010011,110010000111010,False,1.0
18388,100011111010100,110010000111110,False,1.0
18389,100011111010101,110010000111111,False,1.0
18390,100011111010110,110010000111101,False,1.0
18391,100011111010111,110010000111100,False,1.0
18392,100011111011000,110010000110100,False,1.0
18393,100011111011001,110010000110101,False,1.0
18394,100011111011010,110010000110111,False,1.0
18395,100011111011011,110010000110110,False,1.0
18396,100011111011100,110010000110010,False,1.0
18397,100011111011101,110010000110011,False,1.0
18398,100011111011110,110010000110001,False,1.0
18399,100011111011111,110010000110000,True,0.4803718934775282
18400,100011111100000,110010000010000,False,1.0
18401,100011111100001,110010000010001,False,1.0
18402,100011111100010,110010000010011,False,1.0
18403,100011111100011,110010000010010,False,1.0
18404,100011111100100,110010000010110,False,1.0
18405,100011111100101,110010000010111,False,1.0
18406,100011111100110,110010000010101,False,1.0
18407,100011111100111,110010000010100,False,1.0
18408,100011111101000,110010000011100,False,1.0
18409,100011111101001,110010000011101,False,1.0
18410,100011111101010,110010000011111,False,1.0
18411,100011111101011,110010000011110,False,1.0
18412,100011111101100,110010000011010,False,1.0
18413,100011111101101,110010000011011,False,1.0
18414,100011111101110,110010000011001,False,1.0
18415,100011111101111,110010000011000,False,1.0
18416,100011111110000,110010000001000,False,1.0
18417,100011111110001,110010000001001,False,1.0
18418,100011111110010,110010000001011,False,1.0
18419,100011111110011,110010000001010,False,1.0
18420,100011111110100,110010000001110,True,0.15131858210559315
18421,100011111110101,110010000001111,True,0.104516060505571
18422,100011111110110,110010000001101,False,1.0
18423,100011111110111,110010000001100,True,0.34953539648932713
18424,100011111111000,110010000000100,True,0.43270797577443815
18425,100011111111001,110010000000101,False,1.0
18426,100011111111010,110010000000111,True,0.02134348122046001
18427,100011111111011,110010000000110,True,0.23449116139070414
18428,100011111111100,110010000000010,False,1.0
18429,100011111111101,110010000000011,False,1.0
18430,100011111111110,110010000000001,False,1.0
18431,100011111111111,110010000000000,True,0.6282448911708498
18432,100100000000000,110110000000000,True,0.4936756777360212
18433,100100000000001,110110000000001,False,1.0
18434,100100000000010,110110000000011,False,1.0
18435,100100000000011,110110000000010,False,1.0
18436,100100000000100,110110000000110,True,0.09992194795587557
18437,100100000000101,110110000000111,True,0.1559126946552886
18438,100100000000110,110110000000101,False,1.0
18439,100100000000111,110110000000100,True,0.29813876233960956
18440,100100000001000,110110000001100,True,0.21496618305449858
18441,100100000001001,110110000001101,False,1.0
18442,100100000001010,110110000001111,True,0.23908527394039958
18443,100100000001011,110110000001110,True,0.016749368670764583
18444,100100000001100,110110000001010,False,1.0
18445,100100000001101,110110000001011,False,1.0
18446,100100000001110,110110000001001,False,1.0
18447,100100000001111,110110000001000,True,0.41050309845091026
18448,100100000010000,110110000011000,False,1.0
18449,100100000010001,110110000011001,False,1.0
18450,100100000010010,110110000011011,False,1.0
18451,100100000010011,110110000011010,False,1.0
18452,100100000010100,110110000011110,False,1.0
18453,100100000010101,110110000011111,False,1.0
18454,100100000010110,110110000011101,False,1.0
18455,100100000010111,110110000011100,False,1.0
18456,100100000011000,110110000010100,False,1.0
18457,100100000011001,110110000010101,False,1.0
18458,100100000011010,110110000010111,False,1.0
18459,100100000011011,110110000010110,False,1.0
18460,100100000011100,110110000010010,False,1.0
18461,100100000011101,110110000010011,False,1.0
18462,100100000011110,110110000010001,False,1.0
18463,100100000011111,110110000010000,False,1.0
18464,100100000100000,110110000110000,False,1.0
18465,100100000100001,110110000110001,False,1.0
18466,100100000100010,110110000110011,False,1.0
18467,100100000100011,110110000110010,False,1.0
18468,100100000100100,110110000110110,False,1.0
18469,100100000100101,110110000110111,False,1.0
18470,100100000100110,110110000110101,False,1.0
18471,100100000100111,110110000110100,False,1.0
18472,100100000101000,110110000111100,False,1.0
18473,100100000101001,110110000111101,False,1.0
18474,100100000101010,110110000111111,False,1.0
18475,100100000101011,110110000111110,False,1.0
18476,100100000101100,110110000111010,False,1.0
18477,100100000101101,110110000111011,False,1.0
18478,100100000101110,110110000111001,False,1.0
18479,100100000101111,110110000111000,False,1.0
18480,100100000110000,110110000101000,False,1.0
18481,100100000110001,110110000101001,False,1.0
18482,100100000110010,110110000101011,False,1.0
18483,100100000110011,110110000101010,False,1.0
18484,100100000110100,110110000101110,False,1.0
18485,100100000110101,110110000101111,False,1.0
18486,100100000110110,110110000101101,False,1.0
18487,100100000110111,110110000101100,False,1.0
18488,100100000111000,110110000100100,False,1.0
18489,100100000111001,110110000100101,False,1.0
18490,100100000111010,110110000100111,False,1.0
18491,100100000111011,110110000100110,False,1.0
18492,100100000111100,110110000100010,False,1.0
18493,100100000111101,110110000100011,False,1.0
18494,100100000111110,110110000100001,False,1.0
18495,100100000111111,110110000100000,True,0.4213184050783182
18496,100100001000000,110110001100000,True,0.3697303495723633
18497,100100001000001,110110001100001,False,1.0
18498,100100001000010,110110001100011,False,1.0
18499,100100001000011,110110001100010,False,1.0
18500,100100001000100,110110001100110,False,1.0
18501,100100001000101,110110001100111,False,1.0
18502,100100001000110,110110001100101,False,1.0
18503,100100001000111,110110001100100,False,1.0
18504,100100001001000,110110001101100,False,1.0
18505,100100001001001,110110001101101,False,1.0
18506,100100001001010,110110001101111,False,1.0
18507,100100001001011,110110001101110,False,1.0
18508,100100001001100,110110001101010,False,1.0
18509,100100001001101,110110001101011,False,1.0
18510,100100001001110,110110001101001,False,1.0
18511,100100001001111,110110001101000,False,1.0
18512,100100001010000,110110001111000,False,1.0
18513,100100001010001,110110001111001,False,1.0
18514,100100001010010,110110001111011,False,1.0
18515,100100001010011,110110001111010,False,1.0
18516,100100001010100,110110001111110,False,1.0
18517,100100001010101,110110001111111,False,1.0
18518,100100001010110,110110001111101,False,1.0
18519,100100001010111,110110001111100,False,1.0
18520,100100001011000,110110001110100,False,1.0
18521,100100001011001,110110001110101,False,1.0
18522,100100001011010,110110001110111,False,1.0
18523,100100001011011,110110001110110,False,1.0
18524,100100001011100,110110001110010,False,1.0
18525,100100001011101,110110001110011,False,1.0
18526,100100001011110,110110001110001,False,1.0
18527,100100001011111,110110001110000,False,1.0
18528,100100001100000,110110001010000,False,1.0
18529,100100001100001,110110001010001,False,1.0
18530,100100001100010,110110001010011,False,1.0
18531,100100001100011,110110001010010,False,1.0
18532,100100001100100,110110001010110,False,1.0
18533,100100001100101,110110001010111,False,1.0
18534,100100001100110,110110001010101,False,1.0
18535,100100001100111,110110001010100,False,1.0
18536,100100001101000,110110001011100,False,1.0
18537,100100001101001,110110001011101,False,1.0
18538,100100001101010,110110001011111,False,1.0
18539,100100001101011,110110001011110,False,1.0
18540,100100001101100,110110001011010,False,1.0
18541,100100001101101,110110001011011,False,1.0
18542,100100001101110,110110001011001,False,1.0
18543,100100001101111,110110001011000,False,1.0
18544,100100001110000,110110001001000,True,0.3589150429449553
18545,100100001110001,110110001001001,False,1.0
18546,100100001110010,110110001001011,False,1.0
18547,100100001110011,110110001001010,False,1.0
18548,100100001110100,110110001001110,False,1.0
18549,100100001110101,110110001001111,False,1.0
18550,100100001110110,110110001001101,False,1.0
18551,100100001110111,110110001001100,False,1.0
18552,100100001111000,110110001000100,False,1.0
18553,100100001111001,110110001000101,False,1.0
18554,100100001111010,110110001000111,False,1.0
18555,100100001111011,110110001000110,False,1.0
18556,100100001111100,110110001000010,False,1.0
18557,100100001111101,110110001000011,False,1.0
18558,100100001111110,110110001000001,False,1.0
18559,100100001111111,110110001000000,True,0.44208762223006626
18560,100100010000000,110110011000000,True,0.4172028459192161
18561,100100010000001,110110011000001,True,0.16136820330805193
18562,100100010000010,110110011000011,False,1.0
18563,100100010000011,110110011000010,False,1.0
18564,100100010000100,110110011000110,False,1.0
18565,100100010000101,110110011000111,False,1.0
18566,100100010000110,110110011000101,False,1.0
18567,100100010000111,110110011000100,False,1.0
18568,100100010001000,110110011001100,False,1.0
18569,100100010001001,110110011001101,False,1.0
18570,100100010001010,110110011001111,False,1.0
18571,100100010001011,110110011001110,False,1.0
18572,100100010001100,110110011001010,False,1.0
18573,100100010001101,110110011001011,False,1.0
18574,100100010001110,110110011001001,True,0.07819562402294093
18575,100100010001111,110110011001000,True,0.33403026663410507
18576,100100010010000,110110011011000,False,1.0
18577,100100010010001,110110011011001,False,1.0
18578,100100010010010,110110011011011,False,1.0
18579,100100010010011,110110011011010,False,1.0
18580,100100010010100,110110011011110,False,1.0
18581,100100010010101,110110011011111,False,1.0
18582,100100010010110,110110011011101,False,1.0
18583,100100010010111,110110011011100,False,1.0
18584,100100010011000,110110011010100,False,1.0
18585,100100010011001,110110011010101,False,1.0
18586,100100010011010,110110011010111,False,1.0
18587,100100010011011,110110011010110,False,1.0
18588,100100010011100,110110011010010,False,1.0
18589,100100010011101,110110011010011,False,1.0
18590,100100010011110,110110011010001,False,1.0
18591,100100010011111,110110011010000,False,1.0
18592,100100010100000,110110011110000,False,1.0
18593,100100010100001,110110011110001,False,1.0
18594,100100010100010,110110011110011,False,1.0
18595,100100010100011,110110011110010,False,1.0
18596,100100010100100,110110011110110,False,1.0
18597,100100010100101,110110011110111,False,1.0
18598,100100010100110,110110011110101,False,1.0
18599,100100010100111,110110011110100,False,1.0
18600,100100010101000,110110011111100,False,1.0
18601,100100010101001,110110011111101,False,1.0
18602,100100010101010,110110011111111,False,1.0
18603,100100010101011,110110011111110,False,1.0
18604,100100010101100,110110011111010,False,1.0
18605,100100010101101,110110011111011,False,1.0
18606,100100010101110,110110011111001,False,1.0
18607,100100010101111,110110011111000,False,1.0
18608,100100010110000,110110011101000,False,1.0
18609,100100010110001,110110011101001,False,1.0
18610,100100010110010,110110011101011,False,1.0
18611,100100010110011,110110011101010,False,1.0
18612,100100010110100,110110011101110,False,1.0
18613,100100010110101,110110011101111,False,1.0
18614,100100010110110,110110011101101,False,1.0
18615,100100010110111,110110011101100,False,1.0
18616,100100010111000,110110011100100,False,1.0
18617,100100010111001,110110011100101,False,1.0
18618,100100010111010,110110011100111,False,1.0
18619,100100010111011,110110011100110,False,1.0
18620,100100010111100,110110011100010,False,1.0
18621,100100010111101,110110011100011,False,1.0
18622,100100010111110,110110011100001,True,0.08901093065034893
18623,100100010111111,110110011100000,True,0.3448455732615131
18624,100100011000000,110110010100000,False,1.0
18625,100100011000001,110110010100001,False,1.0
18626,100100011000010,110110010100011,False,1.0
18627,100100011000011,110110010100010,False,1.0
18628,100100011000100,110110010100110,False,1.0
18629,100100011000101,110110010100111,False,1.0
18630,100100011000110,110110010100101,False,1.0
18631,100100011000111,110110010100100,False,1.0
18632,100100011001000,110110010101100,False,1.0
18633,100100011001001,110110010101101,False,1.0
18634,100100011001010,110110010101111,False,1.0
18635,100100011001011,110110010101110,False,1.0
18636,100100011001100,110110010101010,False,1.0
18637,100100011001101,110110010101011,False,1.0
18638,100100011001110,110110010101001,False,1.0
18639,100100011001111,110110010101000,False,1.0
18640,100100011010000,110110010111000,False,1.0
18641,100100011010001,110110010111001,False,1.0
18642,100100011010010,110110010111011,False,1.0
18643,100100011010011,110110010111010,False,1.0
18644,100100011010100,110110010111110,False,1.0
18645,100100011010101,110110010111111,False,1.0
18646,100100011010110,110110010111101,False,1.0
18647,100100011010111,110110010111100,False,1.0
18648,100100011011000,110110010110100,False,1.0
18649,100100011011001,110110010110101,False,1.0
18650,100100011011010,110110010110111,False,1.0
18651,100100011011011,110110010110110,False,1.0
18652,100100011011100,110110010110010,False,1.0
18653,100100011011101,110110010110011,False,1.0
18654,100100011011110,110110010110001,False,1.0
18655,100100011011111,110110010110000,False,1.0
18656,100100011100000,110110010010000,False,1.0
18657,100100011100001,110110010010001,False,1.0
18658,100100011100010,110110010010011,False,1.0
18659,100100011100011,110110010010010,False,1.0
18660,100100011100100,110110010010110,False,1.0
18661,100100011100101,110110010010111,False,1.0
18662,100100011100110,110110010010101,False,1.0
18663,100100011100111,110110010010100,False,1.0
18664,100100011101000,110110010011100,False,1.0
18665,100100011101001,110110010011101,False,1.0
18666,100100011101010,110110010011111,False,1.0
18667,100100011101011,110110010011110,False,1.0
18668,100100011101100,110110010011010,False,1.0
18669,100100011101101,110110010011011,False,1.0
18670,100100011101110,110110010011001,False,1.0
18671,100100011101111,110110010011000,False,1.0
18672,100100011110000,110110010001000,False,1.0
18673,100100011110001,110110010001001,False,1.0
18674,100100011110010,110110010001011,False,1.0
18675,100100011110011,110110010001010,False,1.0
18676,100100011110100,110110010001110,False,1.0
18677,100100011110101,110110010001111,False,1.0
18678,100100011110110,110110010001101,False,1.0
18679,100100011110111,110110010001100,False,1.0
18680,100100011111000,110110010000100,False,1.0
18681,100100011111001,110110010000101,False,1.0
18682,100100011111010,110110010000111,False,1.0
18683,100100011111011,110110010000110,False,1.0
18684,100100011111100,110110010000010,False,1.0
18685,100100011111101,110110010000011,False,1.0
18686,100100011111110,110110010000001,False,1.0
18687,100100011111111,110110010000000,False,1.0
18688,100100100000000,110110110000000,False,1.0
18689,100100100000001,110110110000001,False,1.0
18690,100100100000010,110110110000011,False,1.0
18691,100100100000011,110110110000010,False,1.0
18692,100100100000100,110110110000110,False,1.0
18693,100100100000101,110110110000111,False,1.0
18694,100100100000110,110110110000101,False,1.0
18695,100100100000111,110110110000100,False,1.0
18696,100100100001000,110110110001100,False,1.0
18697,100100100001001,110110110001101,False,1.0
18698,100100100001010,110110110001111,False,1.0
18699,100100100001011,110110110001110,False,1.0
18700,100100100001100,110110110001010,False,1.0
18701,100100100001101,110110110001011,False,1.0
18702,100100100001110,110110110001001,False,1.0
18703,100100100001111,110110110001000,False,1.0
18704,100100100010000,110110110011000,False,1.0
18705,100100100010001,110110110011001,False,1.0
18706,100100100010010,110110110011011,False,1.0
18707,100100100010011,110110110011010,False,1.0
18708,100100100010100,110110110011110,False,1.0
18709,100100100010101,110110110011111,False,1.0
18710,100100100010110,110110110011101,False,1.0
18711,100100100010111,110110110011100,False,1.0
18712,100100100011000,110110110010100,False,1.0
18713,100100100011001,110110110010101,False,1.0
18714,100100100011010,110110110010111,False,1.0
18715,100100100011011,110110110010110,False,1.0
18716,100100100011100,110110110010010,False,1.0
18717,100100100011101,110110110010011,False,1.0
18718,100100100011110,110110110010001,False,1.0
18719,100100100011111,110110110010000,False,1.0
18720,100100100100000,110110110110000,False,1.0
18721,100100100100001,110110110110001,False,1.0
18722,100100100100010,110110110110011,False,1.0
18723,100100100100011,110110110110010,False,1.0
18724,100100100100100,110110110110110,False,1.0
18725,100100100100101,110110110110111,False,1.0
18726,100100100100110,110110110110101,False,1.0
18727,100100100100111,110110110110100,False,1.0
18728,100100100101000,110110110111100,False,1.0
18729,100100100101001,110110110111101,False,1.0
18730,100100100101010,110110110111111,False,1.0
18731,100100100101011,110110110111110,False,1.0
18732,100100100101100,110110110111010,False,1.0
18733,100100100101101,110110110111011,False,1.0
18734,100100100101110,110110110111001,False,1.0
18735,100100100101111,110110110111000,False,1.0
18736,100100100110000,110110110101000,False,1.0
18737,100100100110001,110110110101001,False,1.0
18738,100100100110010,110110110101011,False,1.0
18739,100100100110011,110110110101010,False,1.0
18740,100100100110100,110110110101110,False,1.0
18741,100100100110101,110110110101111,False,1.0
18742,100100100110110,110110110101101,False,1.0
18743,100100100110111,110110110101100,False,1.0
18744,100100100111000,110110110100100,False,1.0
18745,100100100111001,110110110100101,False,1.0
18746,100100100111010,110110110100111,False,1.0
18747,100100100111011,110110110100110,False,1.0
18748,100100100111100,110110110100010,False,1.0
18749,100100100111101,110110110100011,False,1.0
18750,100100100111110,110110110100001,False,1.0
18751,100100100111111,110110110100000,False,1.0
18752,100100101000000,110110111100000,False,1.0
18753,100100101000001,110110111100001,False,1.0
18754,100100101000010,110110111100011,False,1.0
18755,100100101000011,110110111100010,False,1.0
18756,100100101000100,110110111100110,False,1.0
18757,100100101000101,110110111100111,False,1.0
18758,100100101000110,110110111100101,False,1.0
18759,100100101000111,110110111100100,False,1.0
18760,100100101001000,110110111101100,False,1.0
18761,100100101001001,110110111101101,False,1.0
18762,100100101001010,110110111101111,False,1.0
18763,100100101001011,110110111101110,False,1.0
18764,100100101001100,110110111101010,False,1.0
18765,100100101001101,110110111101011,False,1.0
18766,100100101001110,110110111101001,False,1.0
18767,100100101001111,110110111101000,False,1.0
18768,100100101010000,110110111111000,False,1.0
18769,100100101010001,110110111111001,False,1.0
18770,100100101010010,110110111111011,False,1.0
18771,100100101010011,110110111111010,False,1.0
18772,100100101010100,110110111111110,False,1.0
18773,100100101010101,110110111111111,False,1.0
18774,100100101010110,110110111111101,False,1.0
18775,100100101010111,110110111111100,False,1.0
18776,100100101011000,110110111110100,False,1.0
18777,100100101011001,110110111110101,False,1.0
18778,100100101011010,110110111110111,False,1.0
18779,100100101011011,110110111110110,False,1.0
18780,100100101011100,110110111110010,False,1.0
18781,100100101011101,110110111110011,False,1.0
18782,100100101011110,110110111110001,False,1.0
18783,100100101011111,110110111110000,False,1.0
18784,100100101100000,110110111010000,False,1.0
18785,100100101100001,110110111010001,False,1.0
18786,100100101100010,110110111010011,False,1.0
18787,100100101100011,110110111010010,False,1.0
18788,100100101100100,110110111010110,False,1.0
18789,100100101100101,110110111010111,False,1.0
18790,100100101100110,110110111010101,False,1.0
18791,100100101100111,110110111010100,False,1.0
18792,100100101101000,110110111011100,False,1.0
18793,100100101101001,110110111011101,False,1.0
18794,100100101101010,110110111011111,False,1.0
18795,100100101101011,110110111011110,False,1.0
18796,100100101101100,110110111011010,False,1.0
18797,100100101101101,110110111011011,False,1.0
18798,100100101101110,110110111011001,False,1.0
18799,100100101101111,110110111011000,False,1.0
18800,100100101110000,110110111001000,False,1.0
18801,100100101110001,110110111001001,False,1.0
18802,100100101110010,110110111001011,False,1.0
18803,100100101110011,110110111001010,False,1.0
18804,100100101110100,110110111001110,False,1.0
18805,100100101110101,110110111001111,False,1.0
18806,100100101110110,110110111001101,False,1.0
18807,100100101110111,110110111001100,False,1.0
18808,100100101111000,110110111000100,False,1.0
18809,100100101111001,110110111000101,False,1.0
18810,100100101111010,110110111000111,False,1.0
18811,100100101111011,110110111000110,False,1.0
18812,100100101111100,110110111000010,False,1.0
18813,100100101111101,110110111000011,False,1.0
18814,100100101111110,110110111000001,False,1.0
18815,100100101111111,110110111000000,False,1.0
18816,100100110000000,110110101000000,False,1.0
18817,100100110000001,110110101000001,False,1.0
18818,100100110000010,110110101000011,False,1.0
18819,100100110000011,110110101000010,False,1.0
18820,100100110000100,110110101000110,False,1.0
18821,100100110000101,110110101000111,False,1.0
18822,100100110000110,110110101000101,False,1.0
18823,100100110000111,110110101000100,False,1.0
18824,100100110001000,110110101001100,False,1.0
18825,100100110001001,110110101001101,False,1.0
18826,100100110001010,110110101001111,False,1.0
18827,100100110001011,110110101001110,False,1.0
18828,100100110001100,110110101001010,False,1.0
18829,100100110001101,110110101001011,False,1.0
18830,100100110001110,110110101001001,False,1.0
18831,100100110001111,110110101001000,False,1.0
18832,100100110010000,110110101011000,False,1.0
18833,100100110010001,110110101011001,False,1.0
18834,100100110010010,110110101011011,False,1.0
18835,100100110010011,110110101011010,False,1.0
18836,100100110010100,110110101011110,False,1.0
18837,100100110010101,110110101011111,False,1.0
18838,100100110010110,110110101011101,False,1.0
18839,100100110010111,110110101011100,False,1.0
18840,100100110011000,110110101010100,False,1.0
18841,100100110011001,110110101010101,False,1.0
18842,100100110011010,110110101010111,False,1.0
18843,100100110011011,110110101010110,False,1.0
18844,100100110011100,110110101010010,False,1.0
18845,100100110011101,110110101010011,False,1.0
18846,100100110011110,110110101010001,False,1.0
18847,100100110011111,110110101010000,False,1.0
18848,100100110100000,110110101110000,False,1.0
18849,100100110100001,110110101110001,False,1.0
18850,100100110100010,110110101110011,False,1.0
18851,100100110100011,110110101110010,False,1.0
18852,100100110100100,110110101110110,False,1.0
18853,100100110100101,110110101110111,False,1.0
18854,100100110100110,110110101110101,False,1.0
18855,100100110100111,110110101110100,False,1.0
18856,100100110101000,110110101111100,False,1.0
18857,100100110101001,110110101111101,False,1.0
18858,100100110101010,110110101111111,False,1.0
18859,100100110101011,110110101111110,False,1.0
18860,100100110101100,110110101111010,False,1.0
18861,100100110101101,110110101111011,False,1.0
18862,100100110101110,110110101111001,False,1.0
18863,100100110101111,110110101111000,False,1.0
18864,100100110110000,110110101101000,False,1.0
18865,100100110110001,110110101101001,False,1.0
18866,100100110110010,110110101101011,False,1.0
18867,100100110110011,110110101101010,False,1.0
18868,100100110110100,110110101101110,False,1.0
18869,100100110110101,110110101101111,False,1.0
18870,100100110110110,110110101101101,False,1.0
18871,100100110110111,110110101101100,False,1.0
18872,100100110111000,110110101100100,False,1.0
18873,100100110111001,110110101100101,False,1.0
18874,100100110111010,110110101100111,False,1.0
18875,100100110111011,110110101100110,False,1.0
18876,100100110111100,110110101100010,False,1.0
18877,100100110111101,110110101100011,False,1.0
18878,100100110111110,110110101100001,False,1.0
18879,100100110111111,110110101100000,False,1.0
18880,100100111000000,110110100100000,False,1.0
18881,100100111000001,110110100100001,False,1.0
