dec,bin,gray,contiguity,score
0,0,0,False,1.0
1,1,1,True,0.7012721385753833
2,10,11,True,0.5030553241916493
3,11,10,True,0.7588899668028135
4,100,110,True,0.5633530514064018
5,101,111,True,0.3075184087952377
6,110,101,False,1.0
7,111,100,True,0.7615698657901359
8,1000,1100,True,0.6783972865050248
9,1001,1101,False,1.0
10,1010,1111,True,0.22434582951012674
11,1011,1110,True,0.4801804721212909
12,1100,1010,False,1.0
13,1101,1011,False,1.0
14,1110,1001,False,1.0
15,1111,1000,True,0.8739342019014366
16,10000,11000,True,0.798418476865818
17,10001,11001,False,1.0
18,10010,11011,False,1.0
19,10011,11010,False,1.0
20,10100,11110,True,0.4046647470856723
21,10101,11111,True,0.14883010447450812
22,10110,11101,False,1.0
23,10111,11100,True,0.6028815614694063
24,11000,10100,False,1.0
25,11001,10101,False,1.0
26,11010,10111,False,1.0
27,11011,10110,False,1.0
28,11100,10010,False,1.0
29,11101,10011,False,1.0
30,11110,10001,False,1.0
31,11111,10000,True,0.8815910561509289
32,100000,110000,True,0.8092337834932259
33,100001,110001,False,1.0
34,100010,110011,False,1.0
35,100011,110010,False,1.0
36,100100,110110,True,0.4154800537130803
37,100101,110111,True,0.15964541110191613
38,100110,110101,False,1.0
39,100111,110100,True,0.6136968680968142
40,101000,111100,True,0.5305242888117033
41,101001,111101,False,1.0
42,101010,111111,True,0.07647283181680514
43,101011,111110,True,0.33230747442796926
44,101100,111010,False,1.0
45,101101,111011,False,1.0
46,101110,111001,False,1.0
47,101111,111000,True,0.7260612042081149
48,110000,101000,False,1.0
49,110001,101001,False,1.0
50,110010,101011,False,1.0
51,110011,101010,False,1.0
52,110100,101110,True,0.40782319946358786
53,110101,101111,True,0.15198855685242374
54,110110,101101,False,1.0
55,110111,101100,True,0.6060400138473219
56,111000,100100,True,0.6892125931324329
57,111001,100101,False,1.0
58,111010,100111,True,0.23516113613753473
59,111011,100110,True,0.49099577874869893
60,111100,100010,False,1.0
61,111101,100011,False,1.0
62,111110,100001,False,1.0
63,111111,100000,True,0.8847495085288445
64,1000000,1100000,True,0.8331614530228897
65,1000001,1100001,False,1.0
66,1000010,1100011,True,0.37910999602799145
67,1000011,1100010,True,0.6349446386391556
68,1000100,1100110,True,0.439407723242744
69,1000101,1100111,True,0.18357308063157982
70,1000110,1100101,False,1.0
71,1000111,1100100,True,0.637624537626478
72,1001000,1101100,True,0.5544519583413671
73,1001001,1101101,False,1.0
74,1001010,1101111,True,0.10040050134646883
75,1001011,1101110,True,0.356235143957633
76,1001100,1101010,False,1.0
77,1001101,1101011,False,1.0
78,1001110,1101001,False,1.0
79,1001111,1101000,False,1.0
80,1010000,1111000,True,0.67447314870216
81,1010001,1111001,False,1.0
82,1010010,1111011,True,0.2204216917072619
83,1010011,1111010,True,0.47625633431842607
84,1010100,1111110,True,0.2807194189220144
85,1010101,1111111,True,0.02488477631085024
86,1010110,1111101,False,1.0
87,1010111,1111100,True,0.47893623330574836
88,1011000,1110100,True,0.5621088125908593
89,1011001,1110101,False,1.0
90,1011010,1110111,True,0.10805735559596122
91,1011011,1110110,True,0.36389199820712537
92,1011100,1110010,True,0.5594289136035371
93,1011101,1110011,True,0.30359427099237285
94,1011110,1110001,False,1.0
95,1011111,1110000,True,0.757645727987271
96,1100000,1010000,False,1.0
97,1100001,1010001,False,1.0
98,1100010,1010011,False,1.0
99,1100011,1010010,False,1.0
100,1100100,1010110,False,1.0
101,1100101,1010111,False,1.0
102,1100110,1010101,False,1.0
103,1100111,1010100,False,1.0
104,1101000,1011100,False,1.0
105,1101001,1011101,False,1.0
106,1101010,1011111,True,0.09724204896855324
107,1101011,1011110,True,0.3530766915797174
108,1101100,1011010,False,1.0
109,1101101,1011011,False,1.0
110,1101110,1011001,False,1.0
111,1101111,1011000,False,1.0
112,1110000,1001000,False,1.0
113,1110001,1001001,False,1.0
114,1110010,1001011,False,1.0
115,1110011,1001010,False,1.0
116,1110100,1001110,True,0.428592416615336
117,1110101,1001111,True,0.17275777400417183
118,1110110,1001101,False,1.0
119,1110111,1001100,False,1.0
120,1111000,1000100,False,1.0
121,1111001,1000101,False,1.0
122,1111010,1000111,True,0.2559303532892828
123,1111011,1000110,True,0.5117649959004469
124,1111100,1000010,True,0.7073019112968586
125,1111101,1000011,True,0.4514672686856945
126,1111110,1000001,False,1.0
127,1111111,1000000,True,0.9055187256805926
128,10000000,11000000,True,0.8806339493697424
129,10000001,11000001,True,0.6247993067585782
130,10000010,11000011,True,0.42658249237484425
131,10000011,11000010,True,0.6824171349860084
132,10000100,11000110,True,0.4868802195895967
133,10000101,11000111,True,0.2310455769784326
134,10000110,11000101,False,1.0
135,10000111,11000100,False,1.0
136,10001000,11001100,False,1.0
137,10001001,11001101,False,1.0
138,10001010,11001111,True,0.1478729976933216
139,10001011,11001110,True,0.40370764030448575
140,10001100,11001010,False,1.0
141,10001101,11001011,False,1.0
142,10001110,11001001,False,1.0
143,10001111,11001000,False,1.0
144,10010000,11011000,False,1.0
145,10010001,11011001,False,1.0
146,10010010,11011011,False,1.0
147,10010011,11011010,False,1.0
148,10010100,11011110,True,0.32819191526886715
149,10010101,11011111,True,0.07235727265770299
150,10010110,11011101,False,1.0
151,10010111,11011100,False,1.0
152,10011000,11010100,False,1.0
153,10011001,11010101,False,1.0
154,10011010,11010111,False,1.0
155,10011011,11010110,False,1.0
156,10011100,11010010,False,1.0
157,10011101,11010011,False,1.0
158,10011110,11010001,False,1.0
159,10011111,11010000,False,1.0
160,10100000,11110000,True,0.7327609516764209
161,10100001,11110001,True,0.4769263090652567
162,10100010,11110011,True,0.2787094946815226
163,10100011,11110010,True,0.5345441372926868
164,10100100,11110110,True,0.33900722189627513
165,10100101,11110111,True,0.08317257928511099
166,10100110,11110101,True,0.28138939366884497
167,10100111,11110100,True,0.5372240362800091
168,10101000,11111100,True,0.45405145699489813
169,10101001,11111101,True,0.198216814383734
170,10101010,11111111,True,0.0
171,10101011,11111110,True,0.2558346426111642
172,10101100,11111010,True,0.45137155800757583
173,10101101,11111011,True,0.19553691539641166
174,10101110,11111001,True,0.39375372978014567
175,10101111,11111000,True,0.6495883723913098
176,10110000,11101000,False,1.0
177,10110001,11101001,False,1.0
178,10110010,11101011,False,1.0
179,10110011,11101010,False,1.0
180,10110100,11101110,True,0.3313503676467827
181,10110101,11101111,True,0.0755157250356186
182,10110110,11101101,True,0.2737325394193526
183,10110111,11101100,True,0.5295671820305168
184,10111000,11100100,True,0.6127397613156278
185,10111001,11100101,True,0.35690511870446356
186,10111010,11100111,True,0.15868830432072958
187,10111011,11100110,True,0.41452294693189373
188,10111100,11100010,True,0.6100598623283053
189,10111101,11100011,True,0.35422521971714127
190,10111110,11100001,True,0.5524420341008752
191,10111111,11100000,True,0.8082766767120394
192,11000000,10100000,False,1.0
193,11000001,10100001,False,1.0
194,11000010,10100011,False,1.0
195,11000011,10100010,False,1.0
196,11000100,10100110,False,1.0
197,11000101,10100111,True,0.2102763598266845
198,11000110,10100101,False,1.0
199,11000111,10100100,False,1.0
200,11001000,10101100,False,1.0
201,11001001,10101101,False,1.0
202,11001010,10101111,True,0.1271037805415735
203,11001011,10101110,False,1.0
204,11001100,10101010,False,1.0
205,11001101,10101011,False,1.0
206,11001110,10101001,False,1.0
207,11001111,10101000,False,1.0
208,11010000,10111000,False,1.0
209,11010001,10111001,False,1.0
210,11010010,10111011,False,1.0
211,11010011,10111010,False,1.0
212,11010100,10111110,False,1.0
213,11010101,10111111,True,0.05158805550595491
214,11010110,10111101,False,1.0
215,11010111,10111100,False,1.0
216,11011000,10110100,False,1.0
217,11011001,10110101,False,1.0
218,11011010,10110111,True,0.1347606347910659
219,11011011,10110110,False,1.0
220,11011100,10110010,False,1.0
221,11011101,10110011,False,1.0
222,11011110,10110001,False,1.0
223,11011111,10110000,False,1.0
224,11100000,10010000,False,1.0
225,11100001,10010001,False,1.0
226,11100010,10010011,False,1.0
227,11100011,10010010,False,1.0
228,11100100,10010110,False,1.0
229,11100101,10010111,False,1.0
230,11100110,10010101,False,1.0
231,11100111,10010100,False,1.0
232,11101000,10011100,False,1.0
233,11101001,10011101,False,1.0
234,11101010,10011111,True,0.1239453281636579
235,11101011,10011110,False,1.0
236,11101100,10011010,False,1.0
237,11101101,10011011,False,1.0
238,11101110,10011001,False,1.0
239,11101111,10011000,False,1.0
240,11110000,10001000,False,1.0
241,11110001,10001001,False,1.0
242,11110010,10001011,False,1.0
243,11110011,10001010,False,1.0
244,11110100,10001110,False,1.0
245,11110101,10001111,True,0.1994610531992765
246,11110110,10001101,False,1.0
247,11110111,10001100,False,1.0
248,11111000,10000100,False,1.0
249,11111001,10000101,False,1.0
250,11111010,10000111,True,0.2826336324843875
251,11111011,10000110,False,1.0
252,11111100,10000010,False,1.0
253,11111101,10000011,True,0.47817054788079916
254,11111110,10000001,True,0.6763873622645331
255,11111111,10000000,True,0.9322220048756972
256,100000000,110000000,False,1.0
257,100000001,110000001,True,0.5003754252043271
258,100000010,110000011,True,0.30215861082059303
259,100000011,110000010,False,1.0
260,100000100,110000110,False,1.0
261,100000101,110000111,True,0.10662169542418139
262,100000110,110000101,False,1.0
263,100000111,110000100,False,1.0
264,100001000,110001100,False,1.0
265,100001001,110001101,False,1.0
266,100001010,110001111,True,0.023449116139070414
267,100001011,110001110,False,1.0
268,100001100,110001010,False,1.0
269,100001101,110001011,False,1.0
270,100001110,110001001,False,1.0
271,100001111,110001000,False,1.0
272,100010000,110011000,False,1.0
273,100010001,110011001,False,1.0
274,100010010,110011011,False,1.0
275,100010011,110011010,False,1.0
276,100010100,110011110,False,1.0
277,100010101,110011111,True,0.05206660889654818
278,100010110,110011101,False,1.0
279,100010111,110011100,False,1.0
280,100011000,110010100,False,1.0
281,100011001,110010101,False,1.0
282,100011010,110010111,False,1.0
283,100011011,110010110,False,1.0
284,100011100,110010010,False,1.0
285,100011101,110010011,False,1.0
286,100011110,110010001,False,1.0
287,100011111,110010000,False,1.0
288,100100000,110110000,False,1.0
289,100100001,110110001,False,1.0
290,100100010,110110011,False,1.0
291,100100011,110110010,False,1.0
292,100100100,110110110,False,1.0
293,100100101,110110111,True,0.0412513022691402
294,100100110,110110101,False,1.0
295,100100111,110110100,False,1.0
296,100101000,110111100,False,1.0
297,100101001,110111101,False,1.0
298,100101010,110111111,True,0.12442388155425119
299,100101011,110111110,False,1.0
300,100101100,110111010,False,1.0
301,100101101,110111011,False,1.0
302,100101110,110111001,False,1.0
303,100101111,110111000,False,1.0
304,100110000,110101000,False,1.0
305,100110001,110101001,False,1.0
306,100110010,110101011,False,1.0
307,100110011,110101010,False,1.0
308,100110100,110101110,False,1.0
309,100110101,110101111,True,0.04890815651863258
310,100110110,110101101,False,1.0
311,100110111,110101100,False,1.0
312,100111000,110100100,False,1.0
313,100111001,110100101,False,1.0
314,100111010,110100111,True,0.0342644227664784
315,100111011,110100110,False,1.0
316,100111100,110100010,False,1.0
317,100111101,110100011,False,1.0
318,100111110,110100001,False,1.0
319,100111111,110100000,False,1.0
320,101000000,111100000,False,1.0
321,101000001,111100001,True,0.3764300970406691
322,101000010,111100011,True,0.17821328265693515
323,101000011,111100010,False,1.0
324,101000100,111100110,False,1.0
325,101000101,111100111,True,0.01732363273947651
326,101000110,111100101,True,0.18089318164425747
327,101000111,111100100,False,1.0
328,101001000,111101100,False,1.0
329,101001001,111101101,True,0.09772060235914651
330,101001010,111101111,True,0.10049621202458749
331,101001011,111101110,False,1.0
332,101001100,111101010,False,1.0
333,101001101,111101011,False,1.0
334,101001110,111101001,False,1.0
335,101001111,111101000,False,1.0
336,101010000,111111000,False,1.0
337,101010001,111111001,True,0.21774179271993957
338,101010010,111111011,True,0.01952497833620557
339,101010011,111111010,False,1.0
340,101010100,111111110,False,1.0
341,101010101,111111111,True,0.17601193706020607
342,101010110,111111101,True,0.0222048773235279
343,101010111,111111100,False,1.0
344,101011000,111110100,False,1.0
345,101011001,111110101,True,0.1053774566086389
346,101011010,111110111,True,0.09283935777509511
347,101011011,111110110,False,1.0
348,101011100,111110010,False,1.0
349,101011101,111110011,True,0.10269755762131655
350,101011110,111110001,True,0.30091437200505056
351,101011111,111110000,False,1.0
352,101100000,111010000,False,1.0
353,101100001,111010001,False,1.0
354,101100010,111010011,False,1.0
355,101100011,111010010,False,1.0
356,101100100,111010110,False,1.0
357,101100101,111010111,False,1.0
358,101100110,111010101,False,1.0
359,101100111,111010100,False,1.0
360,101101000,111011100,False,1.0
361,101101001,111011101,False,1.0
362,101101010,111011111,True,0.10365466440250311
363,101101011,111011110,False,1.0
364,101101100,111011010,False,1.0
365,101101101,111011011,False,1.0
366,101101110,111011001,False,1.0
367,101101111,111011000,False,1.0
368,101110000,111001000,False,1.0
369,101110001,111001001,False,1.0
370,101110010,111001011,False,1.0
371,101110011,111001010,False,1.0
372,101110100,111001110,False,1.0
373,101110101,111001111,True,0.028138939366884497
374,101110110,111001101,False,1.0
375,101110111,111001100,False,1.0
376,101111000,111000100,False,1.0
377,101111001,111000101,False,1.0
378,101111010,111000111,True,0.05503363991822648
379,101111011,111000110,False,1.0
380,101111100,111000010,False,1.0
381,101111101,111000011,True,0.2505705553146381
382,101111110,111000001,True,0.4487873696983722
383,101111111,111000000,False,1.0
384,110000000,101000000,False,1.0
385,110000001,101000001,False,1.0
386,110000010,101000011,True,0.2754553316254884
387,110000011,101000010,False,1.0
388,110000100,101000110,False,1.0
389,110000101,101000111,True,0.07991841622907672
390,110000110,101000101,False,1.0
391,110000111,101000100,False,1.0
392,110001000,101001100,False,1.0
393,110001001,101001101,False,1.0
394,110001010,101001111,True,0.0032541630560342615
395,110001011,101001110,False,1.0
396,110001100,101001010,False,1.0
397,110001101,101001011,False,1.0
398,110001110,101001001,False,1.0
399,110001111,101001000,False,1.0
400,110010000,101011000,False,1.0
401,110010001,101011001,False,1.0
402,110010010,101011011,False,1.0
403,110010011,101011010,False,1.0
404,110010100,101011110,False,1.0
405,110010101,101011111,True,0.07876988809165286
406,110010110,101011101,False,1.0
407,110010111,101011100,False,1.0
408,110011000,101010100,False,1.0
409,110011001,101010101,False,1.0
410,110011010,101010111,False,1.0
411,110011011,101010110,False,1.0
412,110011100,101010010,False,1.0
413,110011101,101010011,False,1.0
414,110011110,101010001,False,1.0
415,110011111,101010000,False,1.0
416,110100000,101110000,False,1.0
417,110100001,101110001,False,1.0
418,110100010,101110011,True,0.12758233393216678
419,110100011,101110010,False,1.0
420,110100100,101110110,False,1.0
421,110100101,101110111,True,0.06795458146424488
422,110100110,101110101,False,1.0
423,110100111,101110100,False,1.0
424,110101000,101111100,False,1.0
425,110101001,101111101,False,1.0
426,110101010,101111111,True,0.15112716074935587
427,110101011,101111110,False,1.0
428,110101100,101111010,False,1.0
429,110101101,101111011,True,0.0444097546470558
430,110101110,101111001,False,1.0
431,110101111,101111000,False,1.0
432,110110000,101101000,False,1.0
433,110110001,101101001,False,1.0
434,110110010,101101011,False,1.0
435,110110011,101101010,False,1.0
436,110110100,101101110,False,1.0
437,110110101,101101111,True,0.07561143571373725
438,110110110,101101101,False,1.0
439,110110111,101101100,False,1.0
440,110111000,101100100,False,1.0
441,110111001,101100101,False,1.0
442,110111010,101100111,True,0.007561143571373726
443,110111011,101100110,False,1.0
444,110111100,101100010,False,1.0
445,110111101,101100011,True,0.20309805896778538
446,110111110,101100001,False,1.0
447,110111111,101100000,False,1.0
448,111000000,100100000,False,1.0
449,111000001,100100001,False,1.0
450,111000010,100100011,False,1.0
451,111000011,100100010,False,1.0
452,111000100,100100110,False,1.0
453,111000101,100100111,True,0.059149199077328636
454,111000110,100100101,False,1.0
455,111000111,100100100,False,1.0
456,111001000,100101100,False,1.0
457,111001001,100101101,False,1.0
458,111001010,100101111,True,0.024023380207782344
459,111001011,100101110,False,1.0
460,111001100,100101010,False,1.0
461,111001101,100101011,False,1.0
462,111001110,100101001,False,1.0
463,111001111,100101000,False,1.0
464,111010000,100111000,False,1.0
465,111010001,100111001,False,1.0
466,111010010,100111011,False,1.0
467,111010011,100111010,False,1.0
468,111010100,100111110,False,1.0
469,111010101,100111111,True,0.09953910524340095
470,111010110,100111101,False,1.0
471,111010111,100111100,False,1.0
472,111011000,100110100,False,1.0
473,111011001,100110101,False,1.0
474,111011010,100110111,True,0.01636652595828996
475,111011011,100110110,False,1.0
476,111011100,100110010,False,1.0
477,111011101,100110011,False,1.0
478,111011110,100110001,False,1.0
479,111011111,100110000,False,1.0
480,111100000,100010000,False,1.0
481,111100001,100010001,False,1.0
482,111100010,100010011,False,1.0
483,111100011,100010010,False,1.0
484,111100100,100010110,False,1.0
485,111100101,100010111,False,1.0
486,111100110,100010101,False,1.0
487,111100111,100010100,False,1.0
488,111101000,100011100,False,1.0
489,111101001,100011101,False,1.0
490,111101010,100011111,True,0.02718183258569795
491,111101011,100011110,False,1.0
492,111101100,100011010,False,1.0
493,111101101,100011011,False,1.0
494,111101110,100011001,False,1.0
495,111101111,100011000,False,1.0
496,111110000,100001000,False,1.0
497,111110001,100001001,False,1.0
498,111110010,100001011,False,1.0
499,111110011,100001010,False,1.0
500,111110100,100001110,False,1.0
501,111110101,100001111,True,0.04833389244992065
502,111110110,100001101,False,1.0
503,111110111,100001100,False,1.0
504,111111000,100000100,False,1.0
505,111111001,100000101,False,1.0
506,111111010,100000111,True,0.13150647173503163
507,111111011,100000110,False,1.0
508,111111100,100000010,False,1.0
509,111111101,100000011,True,0.3270433871314433
510,111111110,100000001,True,0.5252602015151773
511,111111111,100000000,True,0.7810948441263414
512,1000000000,1100000000,True,0.6153239496248314
513,1000000001,1100000001,True,0.3594893070136672
514,1000000010,1100000011,True,0.16127249262993326
515,1000000011,1100000010,True,0.41710713524109744
516,1000000100,1100000110,True,0.22157021984468575
517,1000000101,1100000111,True,0.0342644227664784
518,1000000110,1100000101,False,1.0
519,1000000111,1100000100,False,1.0
520,1000001000,1100001100,False,1.0
521,1000001001,1100001101,False,1.0
522,1000001010,1100001111,True,0.11743700205158937
523,1000001011,1100001110,True,0.13839764055957476
524,1000001100,1100001010,False,1.0
525,1000001101,1100001011,False,1.0
526,1000001110,1100001001,False,1.0
527,1000001111,1100001000,False,1.0
528,1000010000,1100011000,False,1.0
529,1000010001,1100011001,False,1.0
530,1000010010,1100011011,False,1.0
531,1000010011,1100011010,False,1.0
532,1000010100,1100011110,True,0.06288191552395617
533,1000010101,1100011111,True,0.19295272708720798
534,1000010110,1100011101,False,1.0
535,1000010111,1100011100,False,1.0
536,1000011000,1100010100,False,1.0
537,1000011001,1100010101,False,1.0
538,1000011010,1100010111,False,1.0
539,1000011011,1100010110,False,1.0
540,1000011100,1100010010,False,1.0
541,1000011101,1100010011,False,1.0
542,1000011110,1100010001,False,1.0
543,1000011111,1100010000,False,1.0
544,1000100000,1100110000,False,1.0
545,1000100001,1100110001,False,1.0
546,1000100010,1100110011,False,1.0
547,1000100011,1100110010,False,1.0
548,1000100100,1100110110,True,0.07369722215136415
549,1000100101,1100110111,True,0.1821374204598
550,1000100110,1100110101,False,1.0
551,1000100111,1100110100,False,1.0
552,1000101000,1100111100,False,1.0
553,1000101001,1100111101,False,1.0
554,1000101010,1100111111,True,0.265309999744911
555,1000101011,1100111110,True,0.009475357133746821
556,1000101100,1100111010,False,1.0
557,1000101101,1100111011,False,1.0
558,1000101110,1100111001,False,1.0
559,1000101111,1100111000,False,1.0
560,1000110000,1100101000,False,1.0
561,1000110001,1100101001,False,1.0
562,1000110010,1100101011,False,1.0
563,1000110011,1100101010,False,1.0
564,1000110100,1100101110,True,0.06604036790187179
565,1000110101,1100101111,True,0.1897942747092924
566,1000110110,1100101101,False,1.0
567,1000110111,1100101100,False,1.0
568,1000111000,1100100100,False,1.0
569,1000111001,1100100101,False,1.0
570,1000111010,1100100111,True,0.10662169542418139
571,1000111011,1100100110,True,0.14921294718698275
572,1000111100,1100100010,False,1.0
573,1000111101,1100100011,False,1.0
574,1000111110,1100100001,False,1.0
575,1000111111,1100100000,False,1.0
576,1001000000,1101100000,False,1.0
577,1001000001,1101100001,False,1.0
578,1001000010,1101100011,True,0.037327164466275355
579,1001000011,1101100010,True,0.29316180707743955
580,1001000100,1101100110,True,0.09762489168102785
581,1001000101,1101100111,True,0.1582097509301363
582,1001000110,1101100101,False,1.0
583,1001000111,1101100100,False,1.0
584,1001001000,1101101100,False,1.0
585,1001001001,1101101101,False,1.0
586,1001001010,1101101111,True,0.2413823302152473
587,1001001011,1101101110,True,0.014452312395916867
588,1001001100,1101101010,False,1.0
589,1001001101,1101101011,False,1.0
590,1001001110,1101101001,False,1.0
591,1001001111,1101101000,False,1.0
592,1001010000,1101111000,False,1.0
593,1001010001,1101111001,False,1.0
594,1001010010,1101111011,True,0.12136113985445421
595,1001010011,1101111010,True,0.13447350275670994
596,1001010100,1101111110,True,0.061063412639701733
597,1001010101,1101111111,True,0.3168980552508659
598,1001010110,1101111101,False,1.0
599,1001010111,1101111100,False,1.0
600,1001011000,1101110100,False,1.0
601,1001011001,1101110101,False,1.0
602,1001011010,1101110111,True,0.23372547596575494
603,1001011011,1101110110,True,0.022109166645409246
604,1001011100,1101110010,True,0.2176460820418209
605,1001011101,1101110011,True,0.03818856056934325
606,1001011110,1101110001,False,1.0
607,1001011111,1101110000,False,1.0
608,1001100000,1101010000,False,1.0
609,1001100001,1101010001,False,1.0
610,1001100010,1101010011,False,1.0
611,1001100011,1101010010,False,1.0
612,1001100100,1101010110,False,1.0
613,1001100101,1101010111,False,1.0
614,1001100110,1101010101,False,1.0
615,1001100111,1101010100,False,1.0
616,1001101000,1101011100,False,1.0
617,1001101001,1101011101,False,1.0
618,1001101010,1101011111,True,0.24454078259316286
619,1001101011,1101011110,True,0.011293860018001261
620,1001101100,1101011010,False,1.0
621,1001101101,1101011011,False,1.0
622,1001101110,1101011001,False,1.0
623,1001101111,1101011000,False,1.0
624,1001110000,1101001000,False,1.0
625,1001110001,1101001001,False,1.0
626,1001110010,1101001011,False,1.0
627,1001110011,1101001010,False,1.0
628,1001110100,1101001110,True,0.08680958505361985
629,1001110101,1101001111,True,0.1690250575575443
630,1001110110,1101001101,False,1.0
631,1001110111,1101001100,False,1.0
632,1001111000,1101000100,False,1.0
633,1001111001,1101000101,False,1.0
634,1001111010,1101000111,True,0.08585247827243331
635,1001111011,1101000110,True,0.16998216433873084
636,1001111100,1101000010,True,0.3655190797351425
637,1001111101,1101000011,True,0.10968443712397834
638,1001111110,1101000001,False,1.0
639,1001111111,1101000000,False,1.0
640,1010000000,1111000000,False,1.0
641,1010000001,1111000001,True,0.2830164751968621
642,1010000010,1111000011,True,0.0847996608131281
643,1010000011,1111000010,False,1.0
644,1010000100,1111000110,False,1.0
645,1010000101,1111000111,True,0.11073725458328354
646,1010000110,1111000101,False,1.0
647,1010000111,1111000100,False,1.0
648,1010001000,1111001100,False,1.0
649,1010001001,1111001101,False,1.0
650,1010001010,1111001111,True,0.19390983386839453
651,1010001011,1111001110,False,1.0
652,1010001100,1111001010,False,1.0
653,1010001101,1111001011,False,1.0
654,1010001110,1111001001,False,1.0
655,1010001111,1111001000,False,1.0
656,1010010000,1111011000,False,1.0
657,1010010001,1111011001,False,1.0
658,1010010010,1111011011,False,1.0
659,1010010011,1111011010,False,1.0
660,1010010100,1111011110,False,1.0
661,1010010101,1111011111,True,0.2694255589040131
662,1010010110,1111011101,False,1.0
663,1010010111,1111011100,False,1.0
664,1010011000,1111010100,False,1.0
665,1010011001,1111010101,False,1.0
666,1010011010,1111010111,False,1.0
667,1010011011,1111010110,False,1.0
668,1010011100,1111010010,False,1.0
669,1010011101,1111010011,False,1.0
670,1010011110,1111010001,False,1.0
671,1010011111,1111010000,False,1.0
672,1010100000,1111110000,False,1.0
673,1010100001,1111110001,True,0.1351434775035405
674,1010100010,1111110011,True,0.06307333688019348
675,1010100011,1111110010,False,1.0
676,1010100100,1111110110,False,1.0
677,1010100101,1111110111,True,0.25861025227660517
678,1010100110,1111110101,False,1.0
679,1010100111,1111110100,False,1.0
680,1010101000,1111111100,False,1.0
681,1010101001,1111111101,False,1.0
682,1010101010,1111111111,True,0.34178283156171607
683,1010101011,1111111110,False,1.0
684,1010101100,1111111010,False,1.0
685,1010101101,1111111011,True,0.14624591616530447
686,1010101110,1111111001,True,0.051970898218429526
687,1010101111,1111111000,False,1.0
688,1010110000,1111101000,False,1.0
689,1010110001,1111101001,False,1.0
690,1010110010,1111101011,False,1.0
691,1010110011,1111101010,False,1.0
692,1010110100,1111101110,False,1.0
693,1010110101,1111101111,True,0.26626710652609753
694,1010110110,1111101101,False,1.0
695,1010110111,1111101100,False,1.0
696,1010111000,1111100100,False,1.0
697,1010111001,1111100101,False,1.0
698,1010111010,1111100111,True,0.18309452724098654
699,1010111011,1111100110,False,1.0
700,1010111100,1111100010,False,1.0
701,1010111101,1111100011,True,0.01244238815542512
702,1010111110,1111100001,True,0.2106592025391591
703,1010111111,1111100000,False,1.0
704,1011000000,1110100000,False,1.0
705,1011000001,1110100001,False,1.0
706,1011000010,1110100011,False,1.0
707,1011000011,1110100010,False,1.0
708,1011000100,1110100110,False,1.0
709,1011000101,1110100111,True,0.13150647173503163
710,1011000110,1110100101,False,1.0
711,1011000111,1110100100,False,1.0
712,1011001000,1110101100,False,1.0
713,1011001001,1110101101,False,1.0
714,1011001010,1110101111,True,0.21467905102014262
715,1011001011,1110101110,False,1.0
716,1011001100,1110101010,False,1.0
717,1011001101,1110101011,False,1.0
718,1011001110,1110101001,False,1.0
719,1011001111,1110101000,False,1.0
720,1011010000,1110111000,False,1.0
721,1011010001,1110111001,False,1.0
722,1011010010,1110111011,False,1.0
723,1011010011,1110111010,False,1.0
724,1011010100,1110111110,False,1.0
725,1011010101,1110111111,True,0.2901947760557612
726,1011010110,1110111101,False,1.0
727,1011010111,1110111100,False,1.0
728,1011011000,1110110100,False,1.0
729,1011011001,1110110101,False,1.0
730,1011011010,1110110111,True,0.2070221967706502
731,1011011011,1110110110,False,1.0
732,1011011100,1110110010,False,1.0
733,1011011101,1110110011,False,1.0
734,1011011110,1110110001,False,1.0
735,1011011111,1110110000,False,1.0
736,1011100000,1110010000,False,1.0
737,1011100001,1110010001,False,1.0
738,1011100010,1110010011,False,1.0
739,1011100011,1110010010,False,1.0
740,1011100100,1110010110,False,1.0
741,1011100101,1110010111,False,1.0
742,1011100110,1110010101,False,1.0
743,1011100111,1110010100,False,1.0
744,1011101000,1110011100,False,1.0
745,1011101001,1110011101,False,1.0
746,1011101010,1110011111,True,0.21783750339805819
747,1011101011,1110011110,False,1.0
748,1011101100,1110011010,False,1.0
749,1011101101,1110011011,False,1.0
750,1011101110,1110011001,False,1.0
751,1011101111,1110011000,False,1.0
752,1011110000,1110001000,False,1.0
753,1011110001,1110001001,False,1.0
754,1011110010,1110001011,False,1.0
755,1011110011,1110001010,False,1.0
756,1011110100,1110001110,False,1.0
757,1011110101,1110001111,True,0.14232177836243962
758,1011110110,1110001101,False,1.0
759,1011110111,1110001100,False,1.0
760,1011111000,1110000100,False,1.0
761,1011111001,1110000101,False,1.0
762,1011111010,1110000111,True,0.059149199077328636
763,1011111011,1110000110,False,1.0
764,1011111100,1110000010,False,1.0
765,1011111101,1110000011,True,0.136387716319083
766,1011111110,1110000001,True,0.33460453070281704
767,1011111111,1110000000,False,1.0
768,1100000000,1010000000,False,1.0
769,1100000001,1010000001,False,1.0
770,1100000010,1010000011,True,0.3123996533792891
771,1100000011,1010000010,False,1.0
772,1100000100,1010000110,False,1.0
773,1100000101,1010000111,True,0.11686273798287747
774,1100000110,1010000101,False,1.0
775,1100000111,1010000100,False,1.0
776,1100001000,1010001100,False,1.0
777,1100001001,1010001101,False,1.0
778,1100001010,1010001111,True,0.033690158697766474
779,1100001011,1010001110,False,1.0
