,score
478,0.0013399494936611666
479,0.0012442388155425117
480,0.0022013455967290593
481,0.0
482,0.0013399494936611666
483,0.0022013455967290593
484,0.0013399494936611666
485,0.0022013455967290593
486,0.0012442388155425117
487,0.0013399494936611666
488,9.571067811865475e-05
489,0.0
490,0.0
491,9.571067811865475e-05
492,0.0013399494936611666
493,0.0012442388155425117
494,0.0022013455967290593
495,9.571067811865475e-05
496,0.0
497,9.571067811865475e-05
498,0.004306980515339464
499,0.0013399494936611666
500,0.0
501,0.0012442388155425117
502,9.571067811865475e-05
503,0.0012442388155425117
504,0.0013399494936611666
505,0.0
506,0.0
507,0.0013399494936611666
508,9.571067811865475e-05
509,0.0
510,9.571067811865475e-05
511,9.571067811865475e-05
512,0.0
513,0.0012442388155425117
514,0.0
515,0.0
516,0.0
517,0.004019848480983499
518,0.0013399494936611666
519,0.0013399494936611666
520,0.0013399494936611666
521,0.00028713203435596426
522,9.571067811865475e-05
523,0.0
524,0.0
525,0.0
526,0.0
527,0.0013399494936611666
528,9.571067811865475e-05
529,0.0013399494936611666
530,0.0001914213562373095
531,0.0
532,0.0
533,0.0
534,0.0
535,0.00028713203435596426
536,0.0
537,9.571067811865475e-05
538,0.0
539,0.0
540,0.0013399494936611666
541,0.0001914213562373095
542,0.0
543,0.0013399494936611666
544,9.571067811865475e-05
545,0.0
546,0.0006699747468305833
547,0.0
548,0.0022013455967290593
549,0.0012442388155425117
550,9.571067811865475e-05
551,0.0027756096654409875
552,0.00028713203435596426
553,0.0
554,0.0022013455967290593
555,0.0013399494936611666
556,0.0001914213562373095
557,9.571067811865475e-05
558,0.0
559,9.571067811865475e-05
560,0.0
561,0.0013399494936611666
562,0.0
563,0.0
564,0.00746543289325507
565,0.0012442388155425117
566,0.0
567,0.0013399494936611666
568,0.0005742640687119285
569,0.0013399494936611666
570,0.0013399494936611666
571,0.0005742640687119285
572,0.0013399494936611666
573,0.0
574,9.571067811865475e-05
575,9.571067811865475e-05
576,0.0012442388155425117
577,0.0
578,0.0013399494936611666
579,0.0
580,0.0006699747468305833
581,0.0013399494936611666
582,0.0
583,0.0
584,0.0013399494936611666
585,0.0
586,0.00028713203435596426
587,0.004306980515339464
588,0.0027756096654409875
589,0.0022013455967290593
590,0.0012442388155425117
591,0.0025841883092036786
592,0.0022013455967290593
593,0.0013399494936611666
594,0.0
595,0.0
596,0.00028713203435596426
597,0.0013399494936611666
598,0.0012442388155425117
599,9.571067811865475e-05
600,0.00028713203435596426
601,0.0
602,0.0
603,0.0005742640687119285
604,0.0
605,0.0006699747468305833
606,0.0022013455967290593
607,0.007178300858899107
608,9.571067811865475e-05
609,0.0
610,0.0001914213562373095
611,9.571067811865475e-05
612,0.0013399494936611666
613,0.0012442388155425117
614,0.0
615,9.571067811865475e-05
616,0.0
617,0.0027756096654409875
618,0.0022013455967290593
619,0.004881244584051392
620,0.0
621,0.006125483399593904
622,0.006125483399593904
623,0.0012442388155425117
624,0.0063169047558312135
625,9.571067811865475e-05
626,0.0022013455967290593
627,0.0001914213562373095
628,0.0
629,0.0012442388155425117
630,0.0027756096654409875
631,0.0001914213562373095
632,0.0
633,9.571067811865475e-05
634,9.571067811865475e-05
635,0.0032541630560342615
636,0.0
637,9.571067811865475e-05
638,0.0
639,9.571067811865475e-05
640,0.0
641,0.0
642,0.0026798989873223333
643,0.0063169047558312135
644,9.571067811865475e-05
645,0.0
646,0.0013399494936611666
647,0.0001914213562373095
648,0.0013399494936611666
649,0.0013399494936611666
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0013399494936611666
655,0.0001914213562373095
656,0.0
657,9.571067811865475e-05
658,0.0
659,0.0013399494936611666
660,0.0
661,0.0013399494936611666
662,0.0
663,0.0022013455967290593
664,0.0013399494936611666
665,0.0
666,0.0
667,0.0
668,0.0013399494936611666
669,9.571067811865475e-05
670,0.0
671,0.0
672,9.571067811865475e-05
673,9.571067811865475e-05
674,0.0012442388155425117
675,9.571067811865475e-05
676,0.0
677,0.0
678,0.0001914213562373095
679,0.0012442388155425117
680,0.0013399494936611666
681,0.0012442388155425117
682,0.0
683,0.004019848480983499
684,0.0
685,0.0
686,0.0
687,0.0012442388155425117
688,0.0022013455967290593
689,0.0022013455967290593
690,0.0
691,0.0022013455967290593
692,0.0
693,0.0012442388155425117
694,0.0
695,9.571067811865475e-05
696,0.0025841883092036786
697,0.0
698,0.0013399494936611666
699,0.0
700,0.0
701,9.571067811865475e-05
702,0.0
703,0.0013399494936611666
704,0.0013399494936611666
705,0.0
706,0.0013399494936611666
707,0.0013399494936611666
708,0.0
709,0.0013399494936611666
710,0.0013399494936611666
711,0.0013399494936611666
712,0.0013399494936611666
713,0.0013399494936611666
714,0.0013399494936611666
715,0.0
716,0.0
717,0.0022013455967290593
718,9.571067811865475e-05
719,0.0013399494936611666
720,0.0
721,0.0
722,0.0013399494936611666
723,9.571067811865475e-05
724,9.571067811865475e-05
725,0.0
726,0.0
727,9.571067811865475e-05
728,0.0027756096654409875
729,0.0012442388155425117
730,0.0022013455967290593
731,9.571067811865475e-05
732,0.0
733,0.0
734,0.0013399494936611666
735,0.0013399494936611666
736,0.0
737,0.0027756096654409875
738,9.571067811865475e-05
739,0.0
740,0.0
741,0.0
742,0.0013399494936611666
743,0.0
744,0.0012442388155425117
745,9.571067811865475e-05
746,0.004689823227814083
747,0.0
748,9.571067811865475e-05
749,9.571067811865475e-05
750,0.0
751,0.0
752,0.0
753,0.0
754,0.0012442388155425117
755,0.0063169047558312135
756,9.571067811865475e-05
757,0.0
758,9.571067811865475e-05
759,0.0026798989873223333
760,0.0
761,0.0013399494936611666
762,0.0
763,0.0
764,0.0012442388155425117
765,0.0
766,0.0
767,0.0012442388155425117
768,0.0
769,0.0022013455967290593
770,9.571067811865475e-05
771,0.006986879502661797
772,0.0
773,0.0
774,0.0063169047558312135
775,0.0
776,0.0013399494936611666
777,0.0
778,0.0
779,9.571067811865475e-05
780,0.0
781,0.0012442388155425117
782,9.571067811865475e-05
783,0.0012442388155425117
784,0.0066040367901871785
785,0.0005742640687119285
786,0.0013399494936611666
787,9.571067811865475e-05
788,0.004019848480983499
789,0.0
790,0.0
791,0.0
792,0.0
793,0.0
794,0.0
795,0.0032541630560342615
796,0.0001914213562373095
797,0.0
798,0.0
799,0.0012442388155425117
800,0.0027756096654409875
801,0.0
802,0.0
803,0.0013399494936611666
804,0.0013399494936611666
805,0.0
806,0.0013399494936611666
807,0.0001914213562373095
808,0.0
809,0.0013399494936611666
810,0.0
811,0.006125483399593904
812,0.0
813,0.0022013455967290593
814,0.0013399494936611666
815,0.0032541630560342615
816,0.0
817,0.0001914213562373095
818,0.0027756096654409875
819,0.0
820,0.0
821,0.0012442388155425117
822,0.0
823,0.0
824,0.0
825,0.0
826,0.0012442388155425117
827,0.0
828,0.0
829,0.0022013455967290593
830,0.0006699747468305833
831,0.0022013455967290593
832,0.00028713203435596426
833,0.00028713203435596426
834,0.0
835,0.004306980515339464
836,9.571067811865475e-05
837,0.00028713203435596426
838,0.0
839,0.0
840,0.0
841,0.0006699747468305833
842,0.00028713203435596426
843,0.0
844,0.0
845,0.0022013455967290593
846,0.0
847,0.0012442388155425117
848,0.004976955262170047
849,0.0013399494936611666
850,0.0006699747468305833
851,0.0013399494936611666
852,9.571067811865475e-05
853,0.0022013455967290593
854,0.0028713203435596427
855,0.0
856,0.0013399494936611666
857,0.004976955262170047
858,0.0026798989873223333
859,0.0027756096654409875
860,0.0
861,0.0013399494936611666
862,0.0
863,9.571067811865475e-05
864,0.0
865,0.0
866,0.0022013455967290593
867,0.0012442388155425117
868,0.0
869,0.0013399494936611666
870,9.571067811865475e-05
871,0.0
872,0.0012442388155425117
873,0.0
874,0.0
875,9.571067811865475e-05
876,0.0013399494936611666
877,0.0013399494936611666
878,0.0013399494936611666
879,0.006125483399593904
880,0.0027756096654409875
881,0.0013399494936611666
882,9.571067811865475e-05
883,0.0063169047558312135
884,0.0
885,0.0
886,0.0
887,0.0013399494936611666
888,0.00382842712474619
889,0.0063169047558312135
890,0.006125483399593904
891,0.0
892,9.571067811865475e-05
893,9.571067811865475e-05
894,0.0
895,0.0
896,9.571067811865475e-05
897,0.004306980515339464
898,0.0013399494936611666
899,0.006125483399593904
900,0.0
901,0.0013399494936611666
902,0.0022013455967290593
903,0.0012442388155425117
904,9.571067811865475e-05
905,9.571067811865475e-05
906,0.0
907,0.0
908,0.0022013455967290593
909,0.0063169047558312135
910,9.571067811865475e-05
911,0.0025841883092036786
912,0.0012442388155425117
913,9.571067811865475e-05
914,0.0
915,0.0
916,0.0
917,0.0
918,0.0013399494936611666
919,9.571067811865475e-05
920,0.0005742640687119285
921,0.0022013455967290593
922,0.0013399494936611666
923,0.0
924,0.0
925,0.00382842712474619
926,0.0
927,0.0012442388155425117
928,0.0022013455967290593
929,0.0
930,0.0
931,0.0063169047558312135
932,0.0012442388155425117
933,0.0
934,0.0012442388155425117
935,0.0
936,0.0013399494936611666
937,0.0013399494936611666
938,0.0032541630560342615
939,0.0
940,0.0
941,0.0001914213562373095
942,0.0013399494936611666
943,0.0
944,0.0024884776310850234
945,0.0013399494936611666
946,0.0013399494936611666
947,0.0
948,0.0
949,0.0
950,9.571067811865475e-05
951,0.0032541630560342615
952,9.571067811865475e-05
953,0.0012442388155425117
954,0.0
955,0.0
956,0.0012442388155425117
957,0.00028713203435596426
958,0.0012442388155425117
959,0.0
960,9.571067811865475e-05
961,9.571067811865475e-05
962,0.0013399494936611666
963,0.0006699747468305833
964,9.571067811865475e-05
965,9.571067811865475e-05
966,0.0013399494936611666
967,0.0
968,0.0022013455967290593
969,0.0
970,0.0013399494936611666
971,0.0013399494936611666
972,0.0022013455967290593
973,0.0
974,9.571067811865475e-05
975,0.00028713203435596426
976,0.0
977,0.0
978,0.0014356601717798213
979,0.0012442388155425117
980,0.0
981,0.0
982,0.0013399494936611666
983,0.0013399494936611666
984,0.0012442388155425117
985,0.0013399494936611666
986,0.0
987,0.0022013455967290593
988,0.0
989,0.0
990,0.0013399494936611666
991,0.0013399494936611666
992,0.0
993,0.00028713203435596426
994,0.006125483399593904
995,0.0013399494936611666
996,0.0022013455967290593
997,0.0
998,9.571067811865475e-05
999,0.00382842712474619
