dec,bin,gray
873,0000001101101001,0000001011011101
874,0000001101101010,0000001011011111
875,0000001101101011,0000001011011110
876,0000001101101100,0000001011011010
877,0000001101101101,0000001011011011
878,0000001101101110,0000001011011001
879,0000001101101111,0000001011011000
880,0000001101110000,0000001011001000
881,0000001101110001,0000001011001001
882,0000001101110010,0000001011001011
883,0000001101110011,0000001011001010
884,0000001101110100,0000001011001110
885,0000001101110101,0000001011001111
886,0000001101110110,0000001011001101
887,0000001101110111,0000001011001100
888,0000001101111000,0000001011000100
889,0000001101111001,0000001011000101
890,0000001101111010,0000001011000111
891,0000001101111011,0000001011000110
892,0000001101111100,0000001011000010
893,0000001101111101,0000001011000011
894,0000001101111110,0000001011000001
895,0000001101111111,0000001011000000
896,0000001110000000,0000001001000000
897,0000001110000001,0000001001000001
898,0000001110000010,0000001001000011
899,0000001110000011,0000001001000010
900,0000001110000100,0000001001000110
901,0000001110000101,0000001001000111
902,0000001110000110,0000001001000101
903,0000001110000111,0000001001000100
904,0000001110001000,0000001001001100
905,0000001110001001,0000001001001101
906,0000001110001010,0000001001001111
907,0000001110001011,0000001001001110
908,0000001110001100,0000001001001010
909,0000001110001101,0000001001001011
910,0000001110001110,0000001001001001
911,0000001110001111,0000001001001000
912,0000001110010000,0000001001011000
913,0000001110010001,0000001001011001
914,0000001110010010,0000001001011011
915,0000001110010011,0000001001011010
916,0000001110010100,0000001001011110
917,0000001110010101,0000001001011111
918,0000001110010110,0000001001011101
919,0000001110010111,0000001001011100
920,0000001110011000,0000001001010100
921,0000001110011001,0000001001010101
922,0000001110011010,0000001001010111
923,0000001110011011,0000001001010110
924,0000001110011100,0000001001010010
925,0000001110011101,0000001001010011
926,0000001110011110,0000001001010001
927,0000001110011111,0000001001010000
928,0000001110100000,0000001001110000
929,0000001110100001,0000001001110001
930,0000001110100010,0000001001110011
931,0000001110100011,0000001001110010
932,0000001110100100,0000001001110110
933,0000001110100101,0000001001110111
934,0000001110100110,0000001001110101
935,0000001110100111,0000001001110100
936,0000001110101000,0000001001111100
937,0000001110101001,0000001001111101
938,0000001110101010,0000001001111111
939,0000001110101011,0000001001111110
940,0000001110101100,0000001001111010
941,0000001110101101,0000001001111011
942,0000001110101110,0000001001111001
943,0000001110101111,0000001001111000
944,0000001110110000,0000001001101000
945,0000001110110001,0000001001101001
946,0000001110110010,0000001001101011
947,0000001110110011,0000001001101010
948,0000001110110100,0000001001101110
949,0000001110110101,0000001001101111
950,0000001110110110,0000001001101101
951,0000001110110111,0000001001101100
952,0000001110111000,0000001001100100
953,0000001110111001,0000001001100101
954,0000001110111010,0000001001100111
955,0000001110111011,0000001001100110
956,0000001110111100,0000001001100010
957,0000001110111101,0000001001100011
958,0000001110111110,0000001001100001
959,0000001110111111,0000001001100000
960,0000001111000000,0000001000100000
961,0000001111000001,0000001000100001
962,0000001111000010,0000001000100011
963,0000001111000011,0000001000100010
964,0000001111000100,0000001000100110
965,0000001111000101,0000001000100111
966,0000001111000110,0000001000100101
967,0000001111000111,0000001000100100
968,0000001111001000,0000001000101100
969,0000001111001001,0000001000101101
970,0000001111001010,0000001000101111
971,0000001111001011,0000001000101110
972,0000001111001100,0000001000101010
973,0000001111001101,0000001000101011
974,0000001111001110,0000001000101001
975,0000001111001111,0000001000101000
976,0000001111010000,0000001000111000
977,0000001111010001,0000001000111001
978,0000001111010010,0000001000111011
979,0000001111010011,0000001000111010
980,0000001111010100,0000001000111110
981,0000001111010101,0000001000111111
982,0000001111010110,0000001000111101
983,0000001111010111,0000001000111100
984,0000001111011000,0000001000110100
985,0000001111011001,0000001000110101
986,0000001111011010,0000001000110111
987,0000001111011011,0000001000110110
988,0000001111011100,0000001000110010
989,0000001111011101,0000001000110011
990,0000001111011110,0000001000110001
991,0000001111011111,0000001000110000
992,0000001111100000,0000001000010000
993,0000001111100001,0000001000010001
994,0000001111100010,0000001000010011
995,0000001111100011,0000001000010010
996,0000001111100100,0000001000010110
997,0000001111100101,0000001000010111
998,0000001111100110,0000001000010101
999,0000001111100111,0000001000010100
1000,0000001111101000,0000001000011100
1001,0000001111101001,0000001000011101
1002,0000001111101010,0000001000011111
1003,0000001111101011,0000001000011110
1004,0000001111101100,0000001000011010
1005,0000001111101101,0000001000011011
1006,0000001111101110,0000001000011001
1007,0000001111101111,0000001000011000
1008,0000001111110000,0000001000001000
1009,0000001111110001,0000001000001001
1010,0000001111110010,0000001000001011
1011,0000001111110011,0000001000001010
1012,0000001111110100,0000001000001110
1013,0000001111110101,0000001000001111
1014,0000001111110110,0000001000001101
1015,0000001111110111,0000001000001100
1016,0000001111111000,0000001000000100
1017,0000001111111001,0000001000000101
1018,0000001111111010,0000001000000111
1019,0000001111111011,0000001000000110
1020,0000001111111100,0000001000000010
1021,0000001111111101,0000001000000011
1022,0000001111111110,0000001000000001
1023,0000001111111111,0000001000000000
1024,0000010000000000,0000011000000000
1025,0000010000000001,0000011000000001
1026,0000010000000010,0000011000000011
1027,0000010000000011,0000011000000010
1028,0000010000000100,0000011000000110
1029,0000010000000101,0000011000000111
1030,0000010000000110,0000011000000101
1031,0000010000000111,0000011000000100
1032,0000010000001000,0000011000001100
1033,0000010000001001,0000011000001101
1034,0000010000001010,0000011000001111
1035,0000010000001011,0000011000001110
1036,0000010000001100,0000011000001010
1037,0000010000001101,0000011000001011
1038,0000010000001110,0000011000001001
1039,0000010000001111,0000011000001000
1040,0000010000010000,0000011000011000
1041,0000010000010001,0000011000011001
1042,0000010000010010,0000011000011011
1043,0000010000010011,0000011000011010
1044,0000010000010100,0000011000011110
1045,0000010000010101,0000011000011111
1046,0000010000010110,0000011000011101
1047,0000010000010111,0000011000011100
1048,0000010000011000,0000011000010100
1049,0000010000011001,0000011000010101
1050,0000010000011010,0000011000010111
1051,0000010000011011,0000011000010110
1052,0000010000011100,0000011000010010
1053,0000010000011101,0000011000010011
1054,0000010000011110,0000011000010001
1055,0000010000011111,0000011000010000
1056,0000010000100000,0000011000110000
1057,0000010000100001,0000011000110001
1058,0000010000100010,0000011000110011
1059,0000010000100011,0000011000110010
1060,0000010000100100,0000011000110110
1061,0000010000100101,0000011000110111
1062,0000010000100110,0000011000110101
1063,0000010000100111,0000011000110100
1064,0000010000101000,0000011000111100
1065,0000010000101001,0000011000111101
1066,0000010000101010,0000011000111111
1067,0000010000101011,0000011000111110
1068,0000010000101100,0000011000111010
1069,0000010000101101,0000011000111011
1070,0000010000101110,0000011000111001
1071,0000010000101111,0000011000111000
1072,0000010000110000,0000011000101000
1073,0000010000110001,0000011000101001
1074,0000010000110010,0000011000101011
1075,0000010000110011,0000011000101010
1076,0000010000110100,0000011000101110
1077,0000010000110101,0000011000101111
1078,0000010000110110,0000011000101101
1079,0000010000110111,0000011000101100
1080,0000010000111000,0000011000100100
1081,0000010000111001,0000011000100101
1082,0000010000111010,0000011000100111
1083,0000010000111011,0000011000100110
1084,0000010000111100,0000011000100010
1085,0000010000111101,0000011000100011
1086,0000010000111110,0000011000100001
1087,0000010000111111,0000011000100000
1088,0000010001000000,0000011001100000
1089,0000010001000001,0000011001100001
1090,0000010001000010,0000011001100011
1091,0000010001000011,0000011001100010
1092,0000010001000100,0000011001100110
1093,0000010001000101,0000011001100111
1094,0000010001000110,0000011001100101
1095,0000010001000111,0000011001100100
1096,0000010001001000,0000011001101100
1097,0000010001001001,0000011001101101
1098,0000010001001010,0000011001101111
1099,0000010001001011,0000011001101110
1100,0000010001001100,0000011001101010
1101,0000010001001101,0000011001101011
1102,0000010001001110,0000011001101001
1103,0000010001001111,0000011001101000
1104,0000010001010000,0000011001111000
1105,0000010001010001,0000011001111001
1106,0000010001010010,0000011001111011
1107,0000010001010011,0000011001111010
1108,0000010001010100,0000011001111110
1109,0000010001010101,0000011001111111
1110,0000010001010110,0000011001111101
1111,0000010001010111,0000011001111100
1112,0000010001011000,0000011001110100
1113,0000010001011001,0000011001110101
1114,0000010001011010,0000011001110111
1115,0000010001011011,0000011001110110
1116,0000010001011100,0000011001110010
1117,0000010001011101,0000011001110011
1118,0000010001011110,0000011001110001
1119,0000010001011111,0000011001110000
1120,0000010001100000,0000011001010000
1121,0000010001100001,0000011001010001
1122,0000010001100010,0000011001010011
1123,0000010001100011,0000011001010010
1124,0000010001100100,0000011001010110
1125,0000010001100101,0000011001010111
1126,0000010001100110,0000011001010101
1127,0000010001100111,0000011001010100
1128,0000010001101000,0000011001011100
1129,0000010001101001,0000011001011101
1130,0000010001101010,0000011001011111
1131,0000010001101011,0000011001011110
1132,0000010001101100,0000011001011010
1133,0000010001101101,0000011001011011
1134,0000010001101110,0000011001011001
1135,0000010001101111,0000011001011000
1136,0000010001110000,0000011001001000
1137,0000010001110001,0000011001001001
1138,0000010001110010,0000011001001011
1139,0000010001110011,0000011001001010
1140,0000010001110100,0000011001001110
1141,0000010001110101,0000011001001111
1142,0000010001110110,0000011001001101
1143,0000010001110111,0000011001001100
1144,0000010001111000,0000011001000100
1145,0000010001111001,0000011001000101
1146,0000010001111010,0000011001000111
1147,0000010001111011,0000011001000110
1148,0000010001111100,0000011001000010
1149,0000010001111101,0000011001000011
1150,0000010001111110,0000011001000001
1151,0000010001111111,0000011001000000
1152,0000010010000000,0000011011000000
1153,0000010010000001,0000011011000001
1154,0000010010000010,0000011011000011
1155,0000010010000011,0000011011000010
1156,0000010010000100,0000011011000110
1157,0000010010000101,0000011011000111
1158,0000010010000110,0000011011000101
1159,0000010010000111,0000011011000100
1160,0000010010001000,0000011011001100
1161,0000010010001001,0000011011001101
1162,0000010010001010,0000011011001111
1163,0000010010001011,0000011011001110
1164,0000010010001100,0000011011001010
1165,0000010010001101,0000011011001011
1166,0000010010001110,0000011011001001
1167,0000010010001111,0000011011001000
1168,0000010010010000,0000011011011000
1169,0000010010010001,0000011011011001
1170,0000010010010010,0000011011011011
1171,0000010010010011,0000011011011010
1172,0000010010010100,0000011011011110
1173,0000010010010101,0000011011011111
1174,0000010010010110,0000011011011101
1175,0000010010010111,0000011011011100
1176,0000010010011000,0000011011010100
1177,0000010010011001,0000011011010101
1178,0000010010011010,0000011011010111
1179,0000010010011011,0000011011010110
1180,0000010010011100,0000011011010010
1181,0000010010011101,0000011011010011
